ligando,BalabanJ,BertzCT,Ipc,HallKierAlpha,Kappa1,Kappa2,Kappa3,Chi0,Chi1,Chi0n,Chi1n,Chi2n,Chi3n,Chi4n,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,MolLogP,MolMR,MolWt,ExactMolWt,HeavyAtomCount,HeavyAtomMolWt,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAmideBonds,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumSaturatedCarbocycles,NumAliphaticCarbocycles,RingCount,FractionCSP3,NumSpiroAtoms,NumBridgeheadAtoms,TPSA,LabuteASA,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SMR_VSA10,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,EState_VSA10,EState_VSA11,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,VSA_EState10,MQNs_atom_counts_c,MQNs_atom_counts_f,MQNs_atom_counts_cl,MQNs_atom_counts_br,MQNs_atom_counts_i,MQNs_atom_counts_s,MQNs_atom_counts_p,MQNs_atom_counts_an,MQNs_atom_counts_cn,MQNs_atom_counts_ao,MQNs_atom_counts_co,MQNs_atom_counts_hac,MQNs_bond_counts_asb,MQNs_bond_counts_adb,MQNs_bond_counts_atb,MQNs_bond_counts_csb,MQNs_bond_counts_cdb,MQNs_bond_counts_ctb,MQNs_bond_counts_rbc,MQNs_polarity_counts_hbam,MQNs_polarity_counts_hba,MQNs_polarity_counts_hbdm,MQNs_polarity_counts_hbd,MQNs_polarity_counts_negc,MQNs_polarity_counts_posc,MQNs_topology_counts_asv,MQNs_topology_counts_adv,MQNs_topology_counts_atv,MQNs_topology_counts_aqv,MQNs_topology_counts_cdv,MQNs_topology_counts_ctv,MQNs_topology_counts_cqv,MQNs_topology_counts_r3,MQNs_topology_counts_r4,MQNs_topology_counts_r5,MQNs_topology_counts_r6,MQNs_topology_counts_r7,MQNs_topology_counts_r8,MQNs_topology_counts_rg,MQNs_topology_counts_rgIO,MQNs_topology_counts_afrc,MQNs_topology_counts_bfrc,nAtom,nHeavyAtom,nH,nB,nC,nN,nO,nS,nP,nF,nCl,nBr,nI,nX,nBonds,nBonds2,nBondsS,nBondsS2,nBondsS3,nBondsD,nBondsD2,nBondsT,nBondsQ,nBondsM,nRing,n3Ring,n4Ring,n5Ring,n6Ring,n7Ring,n8Ring,n9Ring,n10Ring,n11Ring,n12Ring,nG12Ring,nFRing,nF4Ring,nF5Ring,nF6Ring,nF7Ring,nF8Ring,nF9Ring,nF10Ring,nF11Ring,nF12Ring,nFG12Ring,nTRing,nT4Ring,nT5Ring,nT6Ring,nT7Ring,nT8Ring,nT9Ring,nT10Ring,nT11Ring,nT12Ring,nTG12Ring,nHeteroRing,n3HeteroRing,n4HeteroRing,n5HeteroRing,n6HeteroRing,n7HeteroRing,n8HeteroRing,n9HeteroRing,n10HeteroRing,n11HeteroRing,n12HeteroRing,nG12HeteroRing,nFHeteroRing,nF4HeteroRing,nF5HeteroRing,nF6HeteroRing,nF7HeteroRing,nF8HeteroRing,nF9HeteroRing,nF10HeteroRing,nF11HeteroRing,nF12HeteroRing,nFG12HeteroRing,nTHeteroRing,nT4HeteroRing,nT5HeteroRing,nT6HeteroRing,nT7HeteroRing,nT8HeteroRing,nT9HeteroRing,nT10HeteroRing,nT11HeteroRing,nT12HeteroRing,nTG12HeteroRing,PBF,PMI1,PMI2,PMI3,NPR1,NPR2,RadiusOfGyration,InertialShapeFactor,Eccentricity,Asphericity,SpherocityIndex
lig_11142,4.373445052245714,728.88041740784,91759.46824535381,0.0,1.198224852071006,3.408284023668639,2.0,21.309401076758505,11.13675134594813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,120.10999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.42861781000198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10,16,0,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,10.0,26.0,23.0,23.0,7.0,3.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
lig_11230,4.408093997125153,676.9010643439058,269222.8349883769,-0.30000000000000004,1.222259587951778,2.9785914235871633,1.8357208975709403,23.8618073195658,12.337369178087219,23.408248290463863,11.612372435695795,1.9311862178478973,1.0791241452319316,0.4885310363079829,5.408248290463863,2.7041241452319316,1.9311862178478973,1.0791241452319316,0.4885310363079829,2.5037000000000003,47.39580000000002,154.25300000000016,154.135765196,11,136.10899999999998,1,1,1,1,1,5,64,0,0,0,1,0,0,0,0,0,1,1,0.8,0,0,20.23,94.49866888502933,5.1088081911072125,0.0,0.0,0.0,0.0,25.328960510696195,31.864624506646898,21.932136898723517,6.9718093671539085,0.0,0.0,1.4311996572326342,0.0,0.0,28.411703646000948,1.4311996572326342,0.0,5.893957685363079,45.27550186685886,0.0,11.625176276104835,0.0,0.0,0.0,0.0,12.141058659323535,0.0,5.893957685363079,62.97734651076897,11.625176276104835,0.0,0.0,0.0,0.0,0.0,0.0,62.79463582832677,0.0,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,24.734095112126372,0.0,0.0,138.8971900982615,0.0,4.009204931972788,-5.995501228269085,-4.331675170068029,-1.8240740740740737,-12.159722222222225,-11.762089002267576,0.0,0.0,10,0,0,0,0,0,0,0,0,1,0,11,23,0,0,5,1,0,5,2,1,0,0,0,0,0,1,0,4,0,2,4,0,0,0,1,0,0,0,0,0,0,29,11,18,0,10,0,1,0,0,0.0,0.0,0.0,0.0,0.0,11.0,29.0,28.0,28.0,10.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.803927116744158,222.3606475767939,693.3208664473442,733.427916906667,0.3031799614536497,0.9453156206154795,2.3120271530160537,0.004251272115444833,0.9529333192689631,0.3563822940228847,0.35703142190763704
lig_11463,4.242099682364975,631.9886221446123,69098.94965691058,-0.52,1.0500287602059302,3.0462804076265617,1.7285097165599768,21.309401076758505,11.014742878019984,21.0,10.5,1.625,0.875,0.4375,5.0,2.5,1.625,0.875,0.4375,3.453000000000002,45.98200000000003,136.23800000000003,136.125200512,10,120.10999999999997,0,0,0,0,0,3,56,0,0,0,1,0,0,0,0,0,1,1,0.6,0,0,0.0,86.11822084218623,0.0,0.0,0.0,0.0,0.0,22.77138533624337,39.674451055875174,20.561378342553297,1.3707585561702202,0.0,0.0,0.0,0.0,0.0,21.932136898723517,0.0,0.0,0.0,39.674451055875174,0.0,22.77138533624337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.606587954598744,22.77138533624337,0.0,0.0,0.0,0.0,0.0,0.0,62.44583639211854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.932136898723517,0.0,0.0,121.52891156462582,0.0,0.0,-4.731110638699924,0.0,-1.5151620370370373,-10.654861111111115,-10.46111111111111,0.0,0.0,10,0,0,0,0,0,0,0,0,0,0,10,19,1,0,5,1,0,3,0,0,0,0,0,0,0,0,1,3,0,3,3,0,0,0,1,0,0,0,0,0,0,26,10,16,0,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,10.0,26.0,24.0,24.0,8.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6575476240158066,191.8897412265057,598.1981926757105,713.0788147544049,0.26910032559668096,0.8388949163799502,2.3487643828040654,0.004371754899547875,0.9631121506676988,0.39824750569818257,0.2588642312452703
lig_12391,7.612462595138137,1051.9763244254086,264577040.79429415,0.0,1.389413988657845,14.0,14.0,39.5,19.5,39.5,19.5,1.625,0.75,0.34375,7.5,3.5,1.625,0.75,0.34375,6.097500000000006,71.36900000000007,212.42100000000028,212.25040102399998,15,180.16499999999996,0,0,0,0,0,14,92,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.0,142.80749663475194,0.0,0.0,0.0,0.0,0.0,96.55180795187329,0.0,43.86427379744706,0.0,0.0,0.0,0.0,0.0,0.0,43.86427379744706,0.0,0.0,0.0,96.55180795187329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.4160817493202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.55180795187329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.86427379744706,0.0,0.0,249.55503013087417,0.0,0.0,0.0,0.0,0.0,-62.63553525419944,-8.169494876674806,0.0,0.0,15,0,0,0,0,0,0,0,0,0,0,15,46,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,47,15,32,0,15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,14.0,46.0,46.0,46.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7183255567719786,192.91796541942048,4796.760942354813,4839.125105362937,0.03986629012868878,0.9912454912642837,4.809906291004655,0.005138170979095854,0.9992050234618396,0.8857560930305448,0.09572971984179074
lig_13849,7.603327960979582,1205.3519712968643,203490555.20987454,-0.08,2.1252351504088804,13.982814070351761,15.920000000000005,38.57735026918962,19.193375672974064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,212.16299999999995,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.91562933433607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,17,29,0,15,0,2,0,0,0.0,0.0,0.0,0.0,0.0,16.0,45.0,43.0,43.0,14.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
lig_14529,4.13691593079555,623.1460929360201,73797.17492226293,-0.8200000000000001,1.4673055064682374,2.6656660782077517,2.0537521286069143,20.171208396324303,10.94741151772795,19.408248290463863,9.612372435695795,1.9311862178478973,0.9770620726159658,0.4885310363079829,5.408248290463863,2.7041241452319316,1.9311862178478973,0.9770620726159658,0.4885310363079829,2.2224200000000005,46.42380000000003,150.22100000000012,150.104465068,11,136.10899999999998,1,1,1,1,1,5,60,0,1,0,0,0,0,0,1,0,0,1,0.4,0,0,20.23,87.44166258975598,5.1088081911072125,0.0,0.0,0.0,0.0,29.733126322350174,26.119127843584035,12.33682700553198,11.084085035664568,0.0,0.0,1.4311996572326342,0.0,0.0,22.92866942132007,1.4311996572326342,0.0,0.0,26.156727162870727,0.0,35.29657781404717,0.0,0.0,0.0,0.0,6.5400078483398465,5.601050810983688,6.851892117295679,42.65054844819823,24.16967483065318,0.0,0.0,0.0,0.0,0.0,0.0,61.45330497691789,0.0,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,19.251060887445494,0.0,0.0,105.01846171107333,0.0,4.027735496976568,-5.695134164777022,0.0,-4.643425925925925,0.0,-10.207637117346941,0.0,0.0,10,0,0,0,0,0,0,0,0,1,0,11,19,0,0,3,3,0,5,2,1,0,0,0,0,0,1,0,4,0,6,0,0,0,0,1,0,0,0,0,0,0,25,11,14,0,10,0,1,0,0,0.0,0.0,0.0,0.0,0.0,11.0,25.0,25.0,19.0,5.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4692543119106012,187.0112307420848,763.2880572295213,852.3766024792429,0.21939977024021948,0.8954821788976884,2.449505974207883,0.0047883871751674975,0.9756350448905261,0.48174120172471785,0.16105070723381637
lig_14896,3.2200788385269066,660.1244815388383,90338.6477193786,-0.26,1.0405405665459628,1.6637425470500236,0.5744620757576451,21.154700538379252,11.06538414090221,21.0,10.75,2.25,1.5625,0.9375,5.0,2.75,2.25,1.5625,0.9375,2.9987000000000013,43.75200000000002,136.23800000000003,136.125200512,10,120.10999999999997,0,0,0,0,0,2,56,0,0,3,3,0,0,0,0,3,3,3,0.8,0,2,0.0,85.80199272084126,0.0,0.0,0.0,0.0,0.0,25.80792772666249,36.321680544111075,19.190619786383078,2.7415171123404405,0.0,0.0,0.0,0.0,0.0,21.932136898723517,0.0,0.0,17.202905840122938,32.8225589385795,0.0,12.104143492071135,0.0,0.0,0.0,0.0,0.0,0.0,17.202905840122938,54.75469583730307,12.104143492071135,0.0,0.0,0.0,0.0,0.0,0.0,62.12960827077356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.932136898723517,0.0,0.0,125.72708333333334,0.0,0.0,-5.219675925925925,-7.26400462962963,0.0,-10.73680555555556,-9.17326388888889,0.0,0.0,10,0,0,0,0,0,0,0,0,0,0,10,18,1,0,8,0,0,2,0,0,0,0,0,0,0,0,1,2,0,1,6,0,1,0,2,0,0,0,0,7,8,26,10,16,0,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11.0,27.0,26.0,26.0,10.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9364289729357538,246.11412078271496,384.9730591021936,427.83332413654165,0.5752570145848864,0.8998201808593355,1.9713673129125175,0.0036561095234911504,0.817972717864651,0.09656660293269269,0.6667226748367081
lig_17100,4.379619621462822,676.9010643439058,265986.06922238605,-0.30000000000000004,1.222259587951778,2.9785914235871633,2.3332102722219963,23.8618073195658,12.337369178087219,23.408248290463863,11.612372435695795,1.9311862178478973,0.9770620726159658,0.4885310363079829,5.408248290463863,2.7041241452319316,1.9311862178478973,0.9770620726159658,0.4885310363079829,2.5037000000000003,47.39580000000002,154.25300000000016,154.135765196,11,136.10899999999998,1,1,1,1,1,5,64,0,0,0,1,0,0,0,0,0,1,1,0.8,0,0,20.23,94.49866888502933,5.1088081911072125,0.0,0.0,0.0,0.0,11.625176276104835,45.56840874123825,21.932136898723517,6.9718093671539085,0.0,0.0,1.4311996572326342,0.0,0.0,28.411703646000948,1.4311996572326342,0.0,5.893957685363079,45.27550186685886,0.0,11.625176276104835,0.0,0.0,0.0,0.0,12.141058659323535,0.0,5.893957685363079,62.97734651076897,11.625176276104835,0.0,0.0,0.0,0.0,0.0,0.0,62.79463582832677,0.0,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,24.734095112126372,0.0,0.0,138.9868413407029,0.0,3.8873651266061975,-5.988189720332579,-4.332754629629631,-1.8170833333333334,-12.12472222222223,-11.778123228458051,0.0,0.0,10,0,0,0,0,0,0,0,0,1,0,11,23,0,0,5,1,0,5,2,1,0,0,0,0,0,1,0,4,0,2,4,0,0,0,1,0,0,0,0,0,0,29,11,18,0,10,0,1,0,0,0.0,0.0,0.0,0.0,0.0,11.0,29.0,28.0,28.0,10.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6154553821033618,210.9354438706752,751.635611852627,846.2228851845952,0.2492670046670526,0.888224160575219,2.4213788231175286,0.004210881510836986,0.9684347992427345,0.4308988624361513,0.23792311072791336
lig_17868,3.028788349150197,658.6147065345112,110408.78296652545,-0.26,1.0405405665459628,1.6637425470500236,0.5744620757576451,21.154700538379252,11.026709006307398,21.0,10.75,2.25,1.625,0.96875,5.0,2.75,2.25,1.625,0.96875,2.9987000000000013,43.75200000000002,136.23800000000003,136.125200512,10,120.10999999999997,0,0,0,0,0,4,56,0,0,1,2,0,0,0,0,1,2,2,0.8,0,0,0.0,85.80199272084126,0.0,0.0,0.0,0.0,0.0,25.328960510696195,36.800647760077375,20.561378342553297,1.3707585561702202,0.0,0.0,0.0,0.0,0.0,21.932136898723517,0.0,0.0,17.202905840122938,33.3015261545458,0.0,11.625176276104835,0.0,0.0,0.0,0.0,0.0,0.0,17.202905840122938,55.23366305326937,11.625176276104835,0.0,0.0,0.0,0.0,0.0,0.0,62.12960827077356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.932136898723517,0.0,0.0,124.26165438397578,0.0,0.0,-4.7340277777777775,-7.0858796296296305,-1.3678240740740744,-6.796759259259261,-10.943830309901742,0.0,0.0,10,0,0,0,0,0,0,0,0,0,0,10,20,0,0,6,1,0,4,0,0,0,0,0,0,0,0,0,4,0,2,4,1,0,1,0,0,0,0,0,2,1,26,10,16,0,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11.0,27.0,26.0,26.0,10.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.849056032453045,187.37645162646103,574.6441601218313,601.0250847984224,0.31176144950639645,0.9561067826554377,2.2366142131093354,0.005102598402073794,0.950160406774388,0.3463895112179294,0.43843224117469587
lig_18818,3.105745025119479,660.1244815388383,117753.648839893,-0.26,1.0405405665459628,1.6637425470500236,0.5744620757576451,21.154700538379252,11.06538414090221,21.0,10.75,2.25,1.625,0.96875,5.0,2.75,2.25,1.625,0.96875,2.9987000000000013,43.75200000000002,136.23800000000003,136.125200512,10,120.10999999999997,0,0,0,0,0,3,56,0,0,2,2,0,0,0,0,2,2,2,0.8,0,0,0.0,85.80199272084126,0.0,0.0,0.0,0.0,0.0,25.80792772666249,36.321680544111075,19.190619786383078,2.7415171123404405,0.0,0.0,0.0,0.0,0.0,21.932136898723517,0.0,0.0,17.202905840122938,32.8225589385795,0.0,12.104143492071135,0.0,0.0,0.0,0.0,0.0,0.0,17.202905840122938,54.75469583730307,12.104143492071135,0.0,0.0,0.0,0.0,0.0,0.0,62.12960827077356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.932136898723517,0.0,0.0,124.71845238095239,0.0,0.0,-4.798148148148147,-7.1223379629629635,0.0,-10.372222222222224,-9.092410714285716,0.0,0.0,10,0,0,0,0,0,0,0,0,0,0,10,19,1,0,7,0,0,3,0,0,0,0,0,0,0,0,1,3,0,1,5,1,0,1,0,0,0,0,0,2,1,26,10,16,0,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11.0,27.0,26.0,26.0,10.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8336293715424533,199.87312085188742,532.4242214061761,570.0358599648974,0.3506325389146492,0.9340188202176659,2.1862354332637874,0.0046730586696037265,0.9365131193177525,0.2936495114466871,0.4742383565621893
lig_22311,4.183901939448398,653.4983971489391,79115.90608663911,-0.52,1.0500287602059302,3.0462804076265617,1.7285097165599768,21.309401076758505,11.09209314720961,21.0,10.5,1.625,0.875,0.4375,5.0,2.5,1.625,0.875,0.4375,3.308900000000002,45.91200000000003,136.23800000000003,136.125200512,10,120.10999999999997,0,0,0,0,0,3,56,0,0,0,1,0,0,0,0,0,1,1,0.6,0,0,0.0,86.11822084218623,0.0,0.0,0.0,0.0,0.0,23.72931976817597,38.716516623942574,17.819861230212858,4.1122756685106605,0.0,0.0,0.0,0.0,0.0,21.932136898723517,0.0,0.0,5.893957685363079,32.8225589385795,0.0,23.72931976817597,0.0,0.0,0.0,0.0,0.0,0.0,5.893957685363079,54.75469583730307,23.72931976817597,0.0,0.0,0.0,0.0,0.0,0.0,62.44583639211854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.932136898723517,0.0,0.0,122.43993527966741,0.0,0.0,-3.1782454648526066,-3.7644675925925917,-1.6012731481481481,-11.132523148148152,-8.596759259259258,0.0,0.0,10,0,0,0,0,0,0,0,0,0,0,10,19,1,0,5,1,0,3,0,0,0,0,0,0,0,0,2,2,0,2,4,0,0,0,1,0,0,0,0,0,0,26,10,16,0,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,10.0,26.0,24.0,24.0,8.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5976097448569052,161.83571803850276,644.3429555998135,751.1823369893984,0.21544132505446115,0.8577717071759466,2.3907299447902055,0.005300262003792463,0.976516787084983,0.4878072342381141,0.21331749319090829
