ligando,BalabanJ,BertzCT,Ipc,HallKierAlpha,Kappa1,Kappa2,Kappa3,Chi0,Chi1,Chi0n,Chi1n,Chi2n,Chi3n,Chi4n,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,MolLogP,MolMR,MolWt,ExactMolWt,HeavyAtomCount,HeavyAtomMolWt,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAmideBonds,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumSaturatedCarbocycles,NumAliphaticCarbocycles,RingCount,FractionCSP3,NumSpiroAtoms,NumBridgeheadAtoms,TPSA,LabuteASA,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SMR_VSA10,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,EState_VSA10,EState_VSA11,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,VSA_EState10,MQNs_atom_counts_c,MQNs_atom_counts_f,MQNs_atom_counts_cl,MQNs_atom_counts_br,MQNs_atom_counts_i,MQNs_atom_counts_s,MQNs_atom_counts_p,MQNs_atom_counts_an,MQNs_atom_counts_cn,MQNs_atom_counts_ao,MQNs_atom_counts_co,MQNs_atom_counts_hac,MQNs_bond_counts_asb,MQNs_bond_counts_adb,MQNs_bond_counts_atb,MQNs_bond_counts_csb,MQNs_bond_counts_cdb,MQNs_bond_counts_ctb,MQNs_bond_counts_rbc,MQNs_polarity_counts_hbam,MQNs_polarity_counts_hba,MQNs_polarity_counts_hbdm,MQNs_polarity_counts_hbd,MQNs_polarity_counts_negc,MQNs_polarity_counts_posc,MQNs_topology_counts_asv,MQNs_topology_counts_adv,MQNs_topology_counts_atv,MQNs_topology_counts_aqv,MQNs_topology_counts_cdv,MQNs_topology_counts_ctv,MQNs_topology_counts_cqv,MQNs_topology_counts_r3,MQNs_topology_counts_r4,MQNs_topology_counts_r5,MQNs_topology_counts_r6,MQNs_topology_counts_r7,MQNs_topology_counts_r8,MQNs_topology_counts_rg,MQNs_topology_counts_rgIO,MQNs_topology_counts_afrc,MQNs_topology_counts_bfrc,nAtom,nHeavyAtom,nH,nB,nC,nN,nO,nS,nP,nF,nCl,nBr,nI,nX,nBonds,nBonds2,nBondsS,nBondsS2,nBondsS3,nBondsD,nBondsD2,nBondsT,nBondsQ,nBondsM,nRing,n3Ring,n4Ring,n5Ring,n6Ring,n7Ring,n8Ring,n9Ring,n10Ring,n11Ring,n12Ring,nG12Ring,nFRing,nF4Ring,nF5Ring,nF6Ring,nF7Ring,nF8Ring,nF9Ring,nF10Ring,nF11Ring,nF12Ring,nFG12Ring,nTRing,nT4Ring,nT5Ring,nT6Ring,nT7Ring,nT8Ring,nT9Ring,nT10Ring,nT11Ring,nT12Ring,nTG12Ring,nHeteroRing,n3HeteroRing,n4HeteroRing,n5HeteroRing,n6HeteroRing,n7HeteroRing,n8HeteroRing,n9HeteroRing,n10HeteroRing,n11HeteroRing,n12HeteroRing,nG12HeteroRing,nFHeteroRing,nF4HeteroRing,nF5HeteroRing,nF6HeteroRing,nF7HeteroRing,nF8HeteroRing,nF9HeteroRing,nF10HeteroRing,nF11HeteroRing,nF12HeteroRing,nFG12HeteroRing,nTHeteroRing,nT4HeteroRing,nT5HeteroRing,nT6HeteroRing,nT7HeteroRing,nT8HeteroRing,nT9HeteroRing,nT10HeteroRing,nT11HeteroRing,nT12HeteroRing,nTG12HeteroRing,PBF,PMI1,PMI2,PMI3,NPR1,NPR2,RadiusOfGyration,InertialShapeFactor,Eccentricity,Asphericity,SpherocityIndex
lig_316974,2.504004984379871,1109.982114299958,3388009.7847544695,-1.5699999999999998,2.4747108309564783,4.12438997712008,1.7537176977723932,24.980609473082808,14.191281798588447,23.894427190999917,12.368033988749895,2.8430339887498954,1.8569271909999163,1.1711686938124426,7.894427190999916,4.368033988749895,2.8430339887498954,1.8569271909999163,1.1711686938124426,3.225100000000002,67.80700000000004,212.2960000000001,212.131348512,16,196.16799999999995,0,2,2,0,2,1,82,0,2,1,1,1,1,1,1,0,0,3,0.35714285714285715,0,0,16.130000000000003,118.39095672352082,4.899909730850478,0.0,4.9839785209472085,0.0,0.0,18.127256122989884,37.24603082697802,32.087529144798886,13.741252054637581,5.817862777835028,0.0,0.0,0.0,0.0,21.932136898723517,0.0,4.9839785209472085,0.0,19.118774703988137,17.893629099482368,36.25451224597977,0.0,0.0,16.720787709916085,4.899909730850478,17.977697889579098,0.0,0.0,41.05091160271167,36.25451224597977,0.0,10.902924932081056,0.0,5.817862777835028,0.0,0.0,85.0877940285159,4.899909730850478,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,21.932136898723517,0.0,0.0,128.1993617407107,3.571471088435374,-0.5099702249727047,-0.6311980347694626,-1.105758692365835,-4.942341907205948,-11.053111825085358,-7.27845214474679,0.0,0.0,14,0,0,0,0,0,0,0,2,0,0,16,17,0,0,12,5,0,1,2,2,0,0,0,0,0,0,0,0,1,10,5,0,0,0,3,0,0,0,0,2,1,33,16,17,0,14,2,0,0,0,0.0,0.0,0.0,0.0,0.0,18.0,35.0,35.0,24.0,7.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4222217947731404,297.6016600694803,1882.5341495516507,2128.245463456876,0.1398342743726988,0.8845474743753851,3.185452703451882,0.0029722531593703878,0.9901749217742595,0.6382495603177051,0.0875237763664743
lig_440917,4.183901939448398,653.4983971489391,79115.90608663911,-0.52,1.0500287602059302,3.0462804076265617,1.7285097165599768,21.309401076758505,11.09209314720961,21.0,10.5,1.625,0.875,0.4375,5.0,2.5,1.625,0.875,0.4375,3.308900000000002,45.91200000000003,136.23800000000003,136.125200512,10,120.10999999999997,0,0,0,0,0,3,56,0,0,0,1,0,0,0,0,0,1,1,0.6,0,0,0.0,86.11822084218623,0.0,0.0,0.0,0.0,0.0,23.72931976817597,38.716516623942574,17.819861230212858,4.1122756685106605,0.0,0.0,0.0,0.0,0.0,21.932136898723517,0.0,0.0,5.893957685363079,32.8225589385795,0.0,23.72931976817597,0.0,0.0,0.0,0.0,0.0,0.0,5.893957685363079,54.75469583730307,23.72931976817597,0.0,0.0,0.0,0.0,0.0,0.0,62.44583639211854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.932136898723517,0.0,0.0,122.43993527966741,0.0,0.0,-3.1782454648526066,-3.7644675925925917,-1.6012731481481481,-11.132523148148152,-8.596759259259258,0.0,0.0,10,0,0,0,0,0,0,0,0,0,0,10,19,1,0,5,1,0,3,0,0,0,0,0,0,0,0,2,2,0,2,4,0,0,0,1,0,0,0,0,0,0,26,10,16,0,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,10.0,26.0,24.0,24.0,8.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5514567279046868,160.62429593664936,645.1533372033571,765.1796734515958,0.20991709726435934,0.8431396697891617,2.401143212676774,0.005249141575205399,0.9777191888656503,0.49812408068110936,0.183698156765947
lig_440967,3.2200788385269066,660.1244815388383,90338.6477193786,-0.26,1.0405405665459628,1.6637425470500236,0.5744620757576451,21.154700538379252,11.06538414090221,21.0,10.75,2.25,1.5625,0.9375,5.0,2.75,2.25,1.5625,0.9375,2.9987000000000013,43.75200000000002,136.23800000000003,136.125200512,10,120.10999999999997,0,0,0,0,0,2,56,0,0,3,3,0,0,0,0,3,3,3,0.8,0,2,0.0,85.80199272084126,0.0,0.0,0.0,0.0,0.0,25.80792772666249,36.321680544111075,19.190619786383078,2.7415171123404405,0.0,0.0,0.0,0.0,0.0,21.932136898723517,0.0,0.0,17.202905840122938,32.8225589385795,0.0,12.104143492071135,0.0,0.0,0.0,0.0,0.0,0.0,17.202905840122938,54.75469583730307,12.104143492071135,0.0,0.0,0.0,0.0,0.0,0.0,62.12960827077356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.932136898723517,0.0,0.0,125.72708333333334,0.0,0.0,-5.219675925925925,-7.26400462962963,0.0,-10.73680555555556,-9.17326388888889,0.0,0.0,10,0,0,0,0,0,0,0,0,0,0,10,18,1,0,8,0,0,2,0,0,0,0,0,0,0,0,1,2,0,1,6,0,1,0,2,0,0,0,0,7,8,26,10,16,0,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11.0,27.0,26.0,26.0,10.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9364289729357538,246.11412078271496,384.9730591021936,427.83332413654165,0.5752570145848864,0.8998201808593355,1.9713673129125175,0.0036561095234911504,0.817972717864651,0.09656660293269269,0.6667226748367081
lig_440968,3.210961476766724,658.6147065345111,86054.39678945318,-0.26,1.0405405665459628,1.6637425470500236,0.5744620757576451,21.154700538379252,11.0267090063074,21.0,10.75,2.25,1.5625,0.9375,5.0,2.75,2.25,1.5625,0.9375,2.9987000000000013,43.75200000000002,136.23800000000003,136.125200512,10,120.10999999999997,0,0,0,0,0,3,56,0,0,1,3,0,0,0,0,1,3,3,0.8,0,2,0.0,85.80199272084126,0.0,0.0,0.0,0.0,0.0,25.32896051069619,36.800647760077375,20.561378342553297,1.3707585561702202,0.0,0.0,0.0,0.0,0.0,21.932136898723517,0.0,0.0,17.202905840122938,33.3015261545458,0.0,11.625176276104835,0.0,0.0,0.0,0.0,0.0,0.0,17.202905840122938,55.23366305326937,11.625176276104835,0.0,0.0,0.0,0.0,0.0,0.0,62.12960827077356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.932136898723517,0.0,0.0,125.33460648148147,0.0,0.0,-5.219675925925926,-7.163425925925927,-1.4428240740740736,-7.076967592592594,-11.098379629629633,0.0,0.0,10,0,0,0,0,0,0,0,0,0,0,10,19,0,0,7,1,0,3,0,0,0,0,0,0,0,0,0,3,0,2,5,0,1,0,2,0,0,0,0,7,8,26,10,16,0,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11.0,27.0,26.0,26.0,10.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9399673565983141,247.82019655642023,376.97446050332036,432.07338260665983,0.5735604333258005,0.8724778606566027,1.9694558740195018,0.0035206083797047153,0.8191632494949465,0.0960920152250297,0.6183832721327697
lig_441005,3.6563850645771674,1088.309092447049,18664738.748304978,-0.52,1.68808401827609,4.154573523638252,2.044177999849034,31.809401076758505,16.514742878019987,31.5,16.0,2.875,1.875,1.21875,7.5,4.0,2.875,1.875,1.21875,4.7252000000000045,66.74300000000005,204.3570000000002,204.187800768,15,180.16499999999996,0,0,0,0,0,5,84,0,0,0,2,0,0,0,0,0,2,2,0.7333333333333333,0,0,0.0,128.17686426198247,0.0,0.0,0.0,0.0,0.0,36.47516957083473,50.98339921063503,37.421404477278145,1.3707585561702202,0.0,0.0,0.0,0.0,0.0,32.89820534808528,0.0,0.0,17.681873056089238,52.89926807450023,0.0,22.77138533624337,0.0,0.0,0.0,0.0,0.0,0.0,17.681873056089238,85.79747342258547,22.77138533624337,0.0,0.0,0.0,0.0,0.0,0.0,93.35252646683281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.89820534808528,0.0,0.0,195.87200077947847,0.0,0.0,-6.004872921390778,-13.798471749811043,-2.0843749999999996,-16.999582506613766,-16.56803193499622,0.0,0.0,15,0,0,0,0,0,0,0,0,0,0,15,29,0,0,9,2,0,5,0,0,0,0,0,0,0,0,0,5,0,4,6,0,0,0,2,0,0,0,0,2,1,39,15,24,0,15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,16.0,40.0,38.0,38.0,14.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6403581213654146,694.5390542146505,911.5624643186308,1516.5109987050184,0.45798484469135564,0.6010918912536959,2.764071614709896,0.000865454415566854,0.8889600002435626,0.22330679232049633,0.18678102269922367
lig_442495,4.462200961351243,744.4933803518751,108722.41649760435,-0.04,1.4958548547579007,3.5728285052475055,2.193985626557494,22.232050807568875,11.398717474235543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,136.10899999999998,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.27974294222999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,11,16,0,10,0,1,0,0,0.0,0.0,0.0,0.0,0.0,11.0,27.0,24.0,24.0,8.0,3.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
lig_442501,4.379619621462822,676.9010643439058,265986.06922238605,-0.30000000000000004,1.222259587951778,2.9785914235871633,2.3332102722219963,23.8618073195658,12.337369178087219,23.408248290463863,11.612372435695795,1.9311862178478973,0.9770620726159658,0.4885310363079829,5.408248290463863,2.7041241452319316,1.9311862178478973,0.9770620726159658,0.4885310363079829,2.5037000000000003,47.39580000000002,154.25300000000016,154.135765196,11,136.10899999999998,1,1,1,1,1,5,64,0,0,0,1,0,0,0,0,0,1,1,0.8,0,0,20.23,94.49866888502933,5.1088081911072125,0.0,0.0,0.0,0.0,11.625176276104835,45.56840874123825,21.932136898723517,6.9718093671539085,0.0,0.0,1.4311996572326342,0.0,0.0,28.411703646000948,1.4311996572326342,0.0,5.893957685363079,45.27550186685886,0.0,11.625176276104835,0.0,0.0,0.0,0.0,12.141058659323535,0.0,5.893957685363079,62.97734651076897,11.625176276104835,0.0,0.0,0.0,0.0,0.0,0.0,62.79463582832677,0.0,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,24.734095112126372,0.0,0.0,138.9868413407029,0.0,3.8873651266061975,-5.988189720332579,-4.332754629629631,-1.8170833333333334,-12.12472222222223,-11.778123228458051,0.0,0.0,10,0,0,0,0,0,0,0,0,1,0,11,23,0,0,5,1,0,5,2,1,0,0,0,0,0,1,0,4,0,2,4,0,0,0,1,0,0,0,0,0,0,29,11,18,0,10,0,1,0,0,0.0,0.0,0.0,0.0,0.0,11.0,29.0,28.0,28.0,10.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272572214347874,209.83766111692302,741.1054793921502,813.552272555888,0.2579276933953964,0.9109500451198593,2.391544462184311,0.004341213299228834,0.9661642225728142,0.41880653803584106,0.3184185727880129
lig_444972,6.761923277074779,399.3506330065715,106.7559107893634,-0.16,4.69379087242276,3.7953311120366515,5.84,8.309401076758505,4.464101615137755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,112.03999999999999,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.2212976749773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,2,0,4,0,4,0,0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,2.0,2.0,0.0,7.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
lig_445638,7.55711403544082,1283.287062941585,360762277.2297008,-0.08,2.432959972805304,14.979101654846337,15.920000000000003,39.23205080756888,19.758759813876274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,224.17399999999995,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.5909684165484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,18,29,0,16,0,2,0,0,0.0,0.0,0.0,0.0,0.0,17.0,46.0,43.0,43.0,14.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
lig_445639,7.721136893922791,1476.9066754524554,4053903366.650443,-0.08,2.645222637173227,16.972854122621566,17.920000000000005,44.23205080756888,22.258759813876274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,248.19599999999994,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.94073464601288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,20,33,0,18,0,2,0,0,0.0,0.0,0.0,0.0,0.0,19.0,52.0,49.0,49.0,16.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
lig_576906,3.1141092786577804,683.4602280695815,221081.63082669608,-0.30000000000000004,1.3121023341891591,1.8918111778195776,0.8067345593289285,21.8618073195658,11.58736917808722,21.408248290463863,10.862372435695795,2.4541241452319316,1.7041241452319316,1.0280931089239487,5.408248290463863,2.9541241452319316,2.4541241452319316,1.7041241452319316,1.0280931089239487,1.9695,45.14180000000002,152.23700000000014,152.120115132,11,136.10899999999998,1,1,1,1,1,4,62,0,0,1,2,0,0,0,0,1,2,2,0.8,0,0,20.23,90.68289673116449,5.1088081911072125,0.0,0.0,0.0,0.0,19.755855980626926,36.000827388817264,17.819861230212858,8.821535139290429,0.0,0.0,1.4311996572326342,0.0,0.0,25.67018653366051,1.4311996572326342,0.0,17.202905840122938,33.00861928016641,0.0,11.625176276104835,0.0,0.0,0.0,0.0,12.620025875289835,0.0,17.202905840122938,47.48997959576975,11.625176276104835,0.0,0.0,0.0,0.0,0.0,0.0,61.83670139639417,0.0,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,21.992577999785933,0.0,0.0,124.6137377173091,0.0,4.053912037037036,-5.1164351851851855,-7.040509259259261,-1.5574074074074071,-7.14300925925926,-10.97695530990174,0.0,0.0,10,0,0,0,0,0,0,0,0,1,0,11,20,0,0,7,1,0,4,2,1,0,0,0,0,0,1,0,3,0,2,5,1,0,0,1,0,0,0,0,2,1,27,11,16,0,10,0,1,0,0,0.0,0.0,0.0,0.0,0.0,12.0,28.0,27.0,27.0,11.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9404098127053696,300.6064490406065,529.4904838504059,578.1026659538783,0.5199879999594903,0.9159108148666613,2.150586928305493,0.0030468767978525245,0.8541735654409642,0.13288296645618425,0.6513923895815739
